"id","sales_date_of_close_id","sales_date_of_start_id","sales_person_id","sales_account_id","sales_location_id","sales_state_id","amount","time_to_close","probability","id1","sales_state"
3247,239,114,6,660,660,3,56360,79,85,3,"Prospecting"
3619,248,124,13,734,734,3,2390,35,90,3,"Prospecting"
854,83,36,10,179,179,3,95120,79,50,3,"Prospecting"
1381,105,55,9,285,285,3,1280,12,60,3,"Prospecting"
3952,277,134,9,801,801,3,100420,79,80,3,"Prospecting"
589,58,26,6,126,126,3,25090,56,45,3,"Prospecting"
2955,208,105,7,600,600,3,2130,34,45,3,"Prospecting"
3141,229,110,11,638,638,3,70330,73,35,3,"Prospecting"
3363,235,117,13,683,683,3,5660,44,90,3,"Prospecting"
4270,290,143,5,863,864,3,30450,57,90,3,"Prospecting"
4811,325,158,11,971,972,3,200480,76,35,3,"Prospecting"
3489,233,120,7,708,708,3,1660,11,60,3,"Prospecting"
4243,292,142,11,859,859,3,85450,68,25,3,"Prospecting"
1597,124,62,8,329,329,3,2010,35,45,3,"Prospecting"
2855,212,102,5,580,580,3,85330,70,50,3,"Prospecting"
3856,271,131,10,781,781,3,95390,79,50,3,"Prospecting"
881,67,37,6,185,185,3,620,11,85,3,"Prospecting"
1252,106,50,8,259,259,3,2450,55,50,3,"Prospecting"
1981,161,75,13,406,406,3,95240,75,85,3,"Prospecting"
400,38,18,13,89,89,3,14060,35,70,3,"Prospecting"
1025,79,43,9,214,214,3,1050,10,50,3,"Prospecting"
1373,105,55,11,284,284,3,1380,12,90,3,"Prospecting"
1551,131,61,13,320,320,3,95180,76,85,3,"Prospecting"
2302,166,86,6,470,470,3,1170,13,75,3,"Prospecting"
3946,276,133,5,799,799,3,140420,79,45,3,"Prospecting"
781,76,33,8,165,165,3,150120,68,35,3,"Prospecting"
964,82,41,11,201,201,3,5520,36,60,3,"Prospecting"
3338,231,116,5,678,678,3,5460,35,25,3,"Prospecting"
4259,276,142,5,776,862,3,1050,13,60,3,"Prospecting"
73,20,4,12,17,17,3,70030,70,45,3,"Prospecting"
1456,121,57,5,301,301,3,2580,56,90,3,"Prospecting"
1618,137,63,6,333,333,3,55210,80,70,3,"Prospecting"
1411,124,56,10,292,292,3,56180,77,25,3,"Prospecting"
4555,299,151,13,920,921,3,2150,30,45,3,"Prospecting"
171,11,8,10,38,38,3,530,14,75,3,"Prospecting"
3399,229,118,5,690,690,3,960,11,60,3,"Prospecting"
3760,253,128,13,762,762,3,5590,31,60,3,"Prospecting"
1531,128,60,6,316,316,3,56180,73,85,3,"Prospecting"
2291,172,85,10,468,468,3,11270,43,50,3,"Prospecting"
3371,244,117,10,684,684,3,70360,68,50,3,"Prospecting"
4816,309,158,9,972,973,3,1580,14,60,3,"Prospecting"
954,74,40,9,199,199,3,1220,15,60,3,"Prospecting"
1141,105,47,6,237,237,3,50150,68,60,3,"Prospecting"
1647,128,64,13,339,339,3,5510,41,90,3,"Prospecting"
2052,155,77,5,420,420,3,5340,40,25,3,"Prospecting"
2890,205,103,8,587,587,3,2030,40,50,3,"Prospecting"
4254,276,142,8,861,861,3,1450,15,70,3,"Prospecting"
57,8,3,6,13,13,3,5530,35,60,3,"Prospecting"
720,74,31,7,153,153,3,120090,78,75,3,"Prospecting"
1116,96,46,10,232,232,3,10650,51,90,3,"Prospecting"
1794,137,69,13,368,368,3,5210,37,75,3,"Prospecting"
3450,243,119,7,700,700,3,10360,52,50,3,"Prospecting"
1258,102,51,13,261,261,3,14150,35,70,3,"Prospecting"
3602,253,124,5,731,731,3,2790,57,90,3,"Prospecting"
146,22,7,9,32,32,3,5530,55,25,3,"Prospecting"
1211,110,49,8,251,251,3,150150,75,35,3,"Prospecting"
1914,144,73,7,392,392,3,2940,32,35,3,"Prospecting"
2746,201,99,5,559,559,3,2700,59,90,3,"Prospecting"
2937,210,105,13,597,597,3,5630,41,90,3,"Prospecting"
4438,286,148,10,897,898,3,950,10,75,3,"Prospecting"
4791,318,158,8,967,968,3,13480,41,90,3,"Prospecting"
1469,126,58,10,303,303,3,55180,78,85,3,"Prospecting"
2230,175,83,5,455,455,3,140270,70,45,3,"Prospecting"
4762,323,157,12,962,963,3,70480,71,45,3,"Prospecting"
2618,189,95,12,533,533,3,2700,41,25,3,"Prospecting"
3630,248,124,7,736,736,3,3090,34,35,3,"Prospecting"
1384,105,55,8,286,286,3,1780,12,45,3,"Prospecting"
1566,125,61,6,323,323,3,12180,51,50,3,"Prospecting"
1006,79,42,10,210,210,3,650,13,75,3,"Prospecting"
1348,110,54,11,279,279,3,6080,43,90,3,"Prospecting"
2124,168,80,5,434,434,3,30240,60,90,3,"Prospecting"
2521,182,93,7,514,514,3,11300,35,25,3,"Prospecting"
3373,235,117,10,685,685,3,10360,44,70,3,"Prospecting"
541,56,24,7,117,117,3,2990,55,50,3,"Prospecting"
1861,142,71,10,382,382,3,11210,44,50,3,"Prospecting"
1451,108,57,9,300,300,3,1080,12,50,3,"Prospecting"
1600,119,62,8,329,329,3,1910,12,50,3,"Prospecting"
2215,168,83,8,452,452,3,13270,42,90,3,"Prospecting"
3860,254,131,7,782,782,3,1390,13,75,3,"Prospecting"
4572,307,151,6,924,925,3,12450,54,50,3,"Prospecting"
1074,87,44,10,223,223,3,6050,35,85,3,"Prospecting"
3804,252,129,10,771,771,3,1690,13,90,3,"Prospecting"
2754,195,99,6,560,560,3,6200,36,75,3,"Prospecting"
4127,288,139,13,836,836,3,95420,76,85,3,"Prospecting"
4674,313,154,11,944,945,3,3280,50,50,3,"Prospecting"
4852,311,159,6,980,981,3,980,12,70,3,"Prospecting"
1338,106,53,7,277,277,3,14180,37,90,3,"Prospecting"
3359,235,117,7,682,682,3,9860,45,60,3,"Prospecting"
301,32,14,13,69,69,3,30060,40,80,3,"Prospecting"
1472,126,58,13,304,304,3,85180,75,25,3,"Prospecting"
4024,281,136,13,815,815,3,56420,78,25,3,"Prospecting"
4234,273,142,10,857,857,3,1750,10,90,3,"Prospecting"
710,65,31,6,151,151,3,12090,50,50,3,"Prospecting"
2012,144,76,10,412,412,3,1240,14,85,3,"Prospecting"
4376,304,146,5,884,885,3,140450,78,45,3,"Prospecting"
4562,295,151,9,922,923,3,1050,15,75,3,"Prospecting"
644,58,28,10,137,137,3,5990,40,85,3,"Prospecting"
2574,178,94,7,524,524,3,1300,12,75,3,"Prospecting"
2786,203,100,10,567,567,3,5900,59,45,3,"Prospecting"
392,32,18,8,87,87,7,1060,13,70,7,"Qualification"
1192,108,48,6,247,247,7,55150,80,70,7,"Qualification"
2297,172,85,7,469,469,7,2170,40,75,7,"Qualification"
2527,195,93,11,515,515,7,85300,80,25,7,"Qualification"
3158,212,111,6,642,642,7,1230,10,75,7,"Qualification"
3941,264,133,13,798,798,7,2520,39,80,7,"Qualification"
332,46,15,6,75,75,7,55060,79,70,7,"Qualification"
1328,106,53,12,275,275,7,2080,37,45,7,"Qualification"
1496,124,59,10,309,309,7,5780,59,45,7,"Qualification"
1678,124,65,8,345,345,7,1210,15,70,7,"Qualification"
3334,244,116,6,677,677,7,55360,80,70,7,"Qualification"
4048,281,136,13,820,820,7,85420,74,25,7,"Qualification"
4430,297,147,11,895,896,7,2750,51,35,7,"Qualification"
4624,318,153,6,934,935,7,55480,79,70,7,"Qualification"
1309,96,52,6,271,271,7,680,10,85,7,"Qualification"
1601,119,62,7,330,330,7,810,14,45,7,"Qualification"
3653,252,125,11,741,741,7,10390,42,35,7,"Qualification"
218,17,11,11,52,52,7,830,13,70,7,"Qualification"
458,36,20,9,100,100,7,1660,12,80,7,"Qualification"
1282,112,51,10,265,265,7,95150,68,50,7,"Qualification"
1401,117,55,7,289,289,7,25180,57,70,7,"Qualification"
2408,184,89,13,491,491,7,100270,71,45,7,"Qualification"
3430,231,119,7,696,696,7,1360,12,75,7,"Qualification"
1744,125,67,9,358,358,7,1810,10,80,7,"Qualification"
2155,165,81,11,440,440,7,5340,44,35,7,"Qualification"
2324,172,86,6,474,474,7,6170,38,75,7,"Qualification"
3180,223,112,6,646,646,7,6260,36,75,7,"Qualification"
3562,239,123,6,723,723,7,890,13,70,7,"Qualification"
3747,250,128,7,760,760,7,990,14,45,7,"Qualification"
4317,299,144,9,873,874,7,45450,80,45,7,"Qualification"
4502,304,149,10,910,911,7,6050,56,45,7,"Qualification"
4684,303,155,8,946,947,7,1480,12,70,7,"Qualification"
985,93,42,10,206,206,7,56150,72,25,7,"Qualification"
1340,106,53,7,277,277,7,2680,36,90,7,"Qualification"
1885,149,72,9,386,386,7,2640,59,70,7,"Qualification"
2113,149,79,5,432,432,7,840,10,60,7,"Qualification"
2276,163,85,6,465,465,7,770,12,70,7,"Qualification"
4448,288,148,6,899,900,7,1350,15,75,7,"Qualification"
76,5,4,12,17,17,7,630,10,25,7,"Qualification"
528,42,23,8,114,114,7,1290,13,75,7,"Qualification"
744,58,32,8,157,157,7,1820,14,50,7,"Qualification"
1316,98,53,9,272,272,7,1780,10,80,7,"Qualification"
2660,203,97,5,541,541,7,140300,76,45,7,"Qualification"
3694,260,126,13,749,749,7,100390,79,45,7,"Qualification"
3895,255,132,8,789,789,7,1320,14,70,7,"Qualification"
4411,301,147,9,891,892,7,5950,60,25,7,"Qualification"
4604,297,152,8,930,931,7,1280,15,50,7,"Qualification"
4773,314,157,7,964,965,7,14480,36,90,7,"Qualification"
53,13,3,7,12,12,7,10030,55,50,7,"Qualification"
915,70,39,7,192,192,7,720,10,90,7,"Qualification"
1442,108,57,6,298,298,7,1080,12,75,7,"Qualification"
2016,151,76,13,413,413,7,2140,33,60,7,"Qualification"
3287,223,115,7,668,668,7,1660,13,60,7,"Qualification"
4567,301,151,5,923,924,7,2350,36,60,7,"Qualification"
4740,318,156,7,957,958,7,10480,55,50,7,"Qualification"
198,22,10,7,48,48,7,2730,33,35,7,"Qualification"
452,42,20,6,99,99,7,5560,34,60,7,"Qualification"
2174,156,81,9,444,444,7,1840,15,80,7,"Qualification"
2583,184,94,11,526,526,7,5300,33,50,7,"Qualification"
2794,191,100,11,568,568,7,1100,15,70,7,"Qualification"
3410,241,118,5,692,692,7,30360,56,90,7,"Qualification"
599,58,26,9,128,128,7,2490,57,70,7,"Qualification"
1725,131,66,11,354,354,7,5310,45,35,7,"Qualification"
3377,235,117,7,686,686,7,11360,39,25,7,"Qualification"
4847,327,159,10,979,980,7,56480,78,25,7,"Qualification"
1499,117,59,10,309,309,7,2380,30,60,7,"Qualification"
1679,133,65,8,345,345,7,10710,58,80,7,"Qualification"
2685,193,97,10,546,546,7,20300,39,60,7,"Qualification"
279,38,13,5,64,64,7,85060,72,50,7,"Qualification"
735,61,32,12,156,156,7,20120,31,85,7,"Qualification"
1134,105,46,9,235,235,7,100150,80,25,7,"Qualification"
2027,151,76,8,415,415,7,2040,34,45,7,"Qualification"
2446,177,90,13,499,499,7,2170,33,60,7,"Qualification"
2872,198,103,10,584,584,7,1330,15,85,7,"Qualification"
4223,281,141,13,855,855,7,5720,41,90,7,"Qualification"
4389,297,146,8,887,888,7,2050,56,45,7,"Qualification"
1078,83,45,11,224,224,7,950,13,70,7,"Qualification"
1284,115,52,7,266,266,7,45180,70,35,7,"Qualification"
3829,253,130,5,776,776,7,990,13,60,7,"Qualification"
4165,271,140,13,843,843,7,1420,11,80,7,"Qualification"
4730,305,156,11,955,956,7,980,13,90,7,"Qualification"
626,51,27,7,134,134,7,990,14,75,7,"Qualification"
1229,110,50,10,254,254,7,70150,70,50,7,"Qualification"
1565,129,61,5,322,322,7,85180,70,50,7,"Qualification"
2168,161,81,6,443,443,7,5740,34,60,7,"Qualification"
2329,179,86,10,475,475,7,55270,71,85,7,"Qualification"
4686,316,155,8,946,947,7,2780,55,50,7,"Qualification"
592,63,26,13,127,127,7,56090,75,25,7,"Qualification"
1344,102,54,7,278,278,7,1480,11,60,7,"Qualification"
1694,135,65,5,348,348,7,30210,60,90,7,"Qualification"
2958,214,105,11,601,601,7,3130,55,50,7,"Qualification"
3147,223,111,10,640,640,7,11330,40,50,7,"Qualification"
3526,235,121,9,715,715,7,1460,13,60,7,"Qualification"
4080,264,137,11,826,826,7,1220,14,70,7,"Qualification"
4451,303,148,6,899,900,7,25450,60,45,7,"Qualification"
539,53,24,10,116,116,7,20090,39,60,7,"Qualification"
758,63,32,13,160,160,7,5320,35,60,7,"Qualification"
1320,98,53,8,273,273,7,1080,10,70,7,"Qualification"
1474,126,58,13,304,304,7,50180,78,75,7,"Qualification"
3902,271,132,12,791,791,7,70420,71,45,7,"Qualification"
1297,106,52,11,268,268,7,5280,44,35,7,"Qualification"
2207,166,82,11,451,451,7,6170,42,90,7,"Qualification"
2856,207,102,6,581,581,7,12330,50,50,7,"Qualification"
4198,281,141,5,850,850,7,5520,40,25,7,"Qualification"
4571,313,151,5,923,924,7,85450,72,50,7,"Qualification"
4743,305,156,6,958,959,7,980,14,85,7,"Qualification"
453,42,20,6,99,99,7,5960,35,50,7,"Qualification"
1073,86,44,10,223,223,7,2350,31,60,7,"Qualification"
1767,133,68,7,363,363,7,14210,37,90,7,"Qualification"
2179,153,81,8,445,445,7,1140,10,70,7,"Qualification"
3220,219,113,11,654,654,7,1160,14,70,7,"Qualification"
3803,257,129,10,771,771,7,10390,43,70,7,"Qualification"
4716,320,155,10,952,953,7,95480,73,50,7,"Qualification"
1376,123,55,11,284,284,7,200180,79,35,7,"Qualification"
3381,234,117,7,686,686,7,2160,35,45,7,"Qualification"
3948,258,134,11,800,800,7,1620,11,90,7,"Qualification"
4313,279,144,6,872,873,7,950,11,85,7,"Qualification"
4475,309,149,10,904,905,7,55450,78,85,7,"Qualification"
3712,256,127,6,753,753,7,12390,55,50,7,"Qualification"
4262,286,143,13,862,863,7,14450,39,70,7,"Qualification"
514,58,23,5,111,111,7,140090,80,45,7,"Qualification"
944,91,40,5,197,197,7,140120,75,45,7,"Qualification"
2876,201,103,13,585,585,7,2230,30,60,7,"Qualification"
4018,262,136,6,814,814,7,1320,14,75,7,"Qualification"
4233,285,142,10,857,857,7,10450,43,70,7,"Qualification"
4396,290,146,11,888,889,7,5850,35,60,7,"Qualification"
43,3,2,11,10,10,7,530,13,90,7,"Qualification"
1431,117,57,10,296,296,7,11180,40,50,7,"Qualification"
1591,124,62,12,328,328,7,20210,33,85,7,"Qualification"
2416,172,89,9,493,493,7,870,11,75,7,"Qualification"
2839,201,102,13,577,577,7,2030,32,45,7,"Qualification"
3057,214,108,7,621,621,7,2830,35,90,7,"Qualification"
3440,231,119,11,698,698,7,860,12,90,7,"Qualification"
4370,292,146,13,883,884,7,5450,39,75,7,"Qualification"
187,22,10,13,46,46,7,2030,35,90,7,"Qualification"
1756,144,67,12,361,361,7,70210,74,45,7,"Qualification"
2359,172,87,10,481,481,7,2470,31,60,7,"Qualification"
3578,239,123,10,726,726,7,890,14,75,7,"Qualification"
4142,281,139,6,839,839,7,12420,55,50,7,"Qualification"
4332,301,145,12,876,877,7,70450,75,45,7,"Qualification"
3733,253,127,13,757,757,7,30390,36,80,7,"Qualification"
4083,273,137,11,827,827,7,10420,43,35,7,"Qualification"
4454,307,148,13,900,901,7,56450,74,25,7,"Qualification"
4819,322,158,8,973,974,7,2080,56,45,7,"Qualification"
762,76,33,6,161,161,7,55120,73,70,7,"Qualification"
2250,168,84,11,459,459,7,5670,35,60,7,"Qualification"
2666,201,97,9,543,543,7,100300,72,80,7,"Qualification"
58,8,3,6,13,13,7,5930,32,50,7,"Qualification"
504,49,22,7,109,109,7,14090,40,45,7,"Qualification"
1122,102,46,13,233,233,7,100150,72,45,7,"Qualification"
1306,108,52,7,270,270,7,10180,50,50,7,"Qualification"
2430,189,90,6,495,495,7,140270,78,80,7,"Qualification"
2645,191,96,8,538,538,7,13300,41,90,7,"Qualification"
3650,244,125,11,740,740,7,1190,15,70,7,"Qualification"
4744,311,156,6,958,959,7,5980,35,60,7,"Qualification"
213,24,11,10,51,51,7,2230,34,60,7,"Qualification"
1266,108,51,5,262,262,7,30150,57,90,7,"Qualification"
1586,123,62,13,327,327,7,2110,31,60,7,"Qualification"
2391,188,89,6,488,488,7,56270,79,85,7,"Qualification"
2821,212,101,6,574,574,7,56300,74,85,7,"Qualification"
3615,255,124,10,733,733,7,55390,73,85,7,"Qualification"
4525,292,150,9,914,915,7,1350,13,90,7,"Qualification"
426,51,19,7,94,94,7,45060,71,35,7,"Qualification"
608,55,26,6,130,130,7,5990,38,75,7,"Qualification"
830,70,35,13,175,175,7,14120,37,70,7,"Qualification"
1560,131,61,9,321,321,7,100180,78,25,7,"Qualification"
1741,142,67,9,358,358,7,45210,69,45,7,"Qualification"
2316,176,86,5,473,473,7,2670,56,90,7,"Qualification"
3014,214,107,11,612,612,7,5430,40,35,7,"Qualification"
3746,254,128,8,759,759,7,2090,36,50,7,"Qualification"
4480,307,149,13,905,906,7,50450,72,75,7,"Qualification"
575,55,25,10,124,124,7,11090,42,50,7,"Qualification"
979,87,41,9,204,204,7,5620,56,25,7,"Qualification"
1507,121,59,11,311,311,7,10180,45,35,7,"Qualification"
1686,128,65,13,347,347,7,14210,38,70,7,"Qualification"
2273,177,85,10,464,464,7,60270,70,25,7,"Qualification"
2695,199,98,9,548,548,7,5800,56,25,7,"Qualification"
2947,210,105,10,599,599,7,10330,42,70,7,"Qualification"
4266,288,143,13,862,863,7,5650,50,45,7,"Qualification"
75,11,4,12,17,17,7,2430,42,25,7,"Qualification"
1139,106,47,5,236,236,7,85150,78,50,7,"Qualification"
2655,189,96,13,540,540,7,2400,35,80,7,"Qualification"
3307,229,115,12,672,672,7,20360,34,85,7,"Qualification"
4406,301,147,7,890,891,7,25450,60,70,7,"Qualification"
485,40,22,7,106,106,7,690,12,90,7,"Qualification"
1596,124,62,8,329,329,7,5910,35,45,7,"Qualification"
2421,178,90,5,494,494,7,2170,40,60,7,"Qualification"
3283,239,115,6,667,667,7,50360,70,60,7,"Qualification"
3441,239,119,11,698,698,7,5460,44,35,7,"Qualification"
3642,254,125,10,739,739,7,5990,59,45,7,"Qualification"
3836,260,130,13,777,777,7,5590,52,45,7,"Qualification"
4734,322,156,10,956,957,7,95480,73,75,7,"Qualification"
1056,82,44,7,220,220,7,1050,13,75,7,"Qualification"
2360,174,87,10,481,481,7,6170,38,85,7,"Qualification"
3030,223,107,9,616,616,7,45330,73,45,7,"Qualification"
3406,241,118,13,691,691,7,5560,53,45,7,"Qualification"
3600,239,124,9,730,730,7,1790,10,35,7,"Qualification"
3789,257,129,7,768,768,7,9890,42,60,7,"Qualification"
3971,266,134,10,804,804,7,20420,38,60,7,"Qualification"
4692,309,155,13,948,949,4,14480,35,70,4,"Value Proposition"
1361,110,54,7,281,281,4,14180,41,45,4,"Value Proposition"
1549,115,60,13,319,319,4,1880,15,45,4,"Value Proposition"
2735,201,99,6,556,556,4,25300,57,45,4,"Value Proposition"
98,13,5,8,22,22,4,13030,41,90,4,"Value Proposition"
1145,87,47,7,238,238,4,1450,14,60,4,"Value Proposition"
2674,184,97,8,544,544,4,1500,12,75,4,"Value Proposition"
3510,241,121,13,712,712,4,5360,35,75,4,"Value Proposition"
3904,262,132,12,791,791,4,2820,44,25,4,"Value Proposition"
60,20,3,9,14,14,4,45030,74,45,4,"Value Proposition"
2647,191,96,7,539,539,4,5800,42,35,4,"Value Proposition"
4219,281,141,7,854,854,4,9920,45,60,4,"Value Proposition"
700,56,30,9,149,149,4,690,11,75,4,"Value Proposition"
1771,127,68,7,364,364,4,810,11,90,4,"Value Proposition"
2601,198,95,9,530,530,4,45300,72,45,4,"Value Proposition"
2832,207,102,10,576,576,4,10830,52,90,4,"Value Proposition"
428,34,19,7,94,94,4,1060,14,75,4,"Value Proposition"
1038,87,43,6,216,216,4,6050,40,75,4,"Value Proposition"
3017,226,107,10,613,613,4,95330,78,75,4,"Value Proposition"
801,70,34,10,169,169,4,10120,42,70,4,"Value Proposition"
2503,182,92,7,510,510,4,9800,44,60,4,"Value Proposition"
3923,266,133,11,795,795,4,6320,44,90,4,"Value Proposition"
950,89,40,9,199,199,4,100120,72,80,4,"Value Proposition"
1140,100,47,6,237,237,4,12150,54,50,4,"Value Proposition"
1473,119,58,13,304,304,4,2180,40,90,4,"Value Proposition"
490,49,22,11,107,107,4,5690,45,35,4,"Value Proposition"
2633,182,96,7,536,536,4,1600,13,60,4,"Value Proposition"
3444,248,119,10,699,699,4,95360,69,75,4,"Value Proposition"
4381,304,146,11,885,886,4,200450,80,35,4,"Value Proposition"
1391,112,55,11,287,287,4,5580,39,60,4,"Value Proposition"
4345,290,145,7,878,879,4,2950,40,90,4,"Value Proposition"
1912,138,73,7,392,392,4,1140,11,75,4,"Value Proposition"
4671,307,154,7,943,944,4,2280,34,45,4,"Value Proposition"
509,47,22,13,110,110,4,2190,35,80,4,"Value Proposition"
2650,191,96,7,539,539,4,14300,43,45,4,"Value Proposition"
4013,269,135,7,813,813,4,2320,43,75,4,"Value Proposition"
38,3,2,5,9,9,4,1630,12,35,4,"Value Proposition"
2000,161,75,6,409,409,4,140240,80,80,4,"Value Proposition"
2190,157,82,12,447,447,4,870,15,25,4,"Value Proposition"
2838,214,102,13,577,577,4,100330,77,45,4,"Value Proposition"
433,34,19,5,95,95,4,1660,12,35,4,"Value Proposition"
1382,105,55,8,286,286,4,1680,14,45,4,"Value Proposition"
1749,125,67,8,359,359,4,1110,10,70,4,"Value Proposition"
4141,286,139,5,838,838,4,85420,69,50,4,"Value Proposition"
2662,184,97,11,542,542,4,1500,13,90,4,"Value Proposition"
3113,223,110,7,633,633,4,3230,51,50,4,"Value Proposition"
3695,250,126,13,749,749,4,2090,30,45,4,"Value Proposition"
262,38,13,13,61,61,4,100060,73,45,4,"Value Proposition"
1445,121,57,6,298,298,4,25180,59,45,4,"Value Proposition"
3292,241,115,7,669,669,4,120360,75,75,4,"Value Proposition"
3426,248,119,10,695,695,4,95360,68,50,4,"Value Proposition"
4514,309,150,11,912,913,4,75450,70,80,4,"Value Proposition"
103,13,5,7,23,23,4,14030,42,45,4,"Value Proposition"
351,47,16,8,79,79,4,150060,75,35,4,"Value Proposition"
974,87,41,7,203,203,4,25120,58,70,4,"Value Proposition"
1504,112,59,11,310,310,4,980,13,70,4,"Value Proposition"
2690,198,97,7,547,547,4,25300,56,70,4,"Value Proposition"
740,63,32,8,157,157,4,5820,35,45,4,"Value Proposition"
2028,144,76,8,415,415,4,1040,14,50,4,"Value Proposition"
3476,234,120,12,705,705,4,960,14,25,4,"Value Proposition"
3883,254,132,6,787,787,4,920,10,85,4,"Value Proposition"
2006,161,76,7,411,411,4,120240,72,75,4,"Value Proposition"
2197,166,82,7,449,449,4,14270,39,90,4,"Value Proposition"
4731,314,156,11,955,956,4,5580,44,35,4,"Value Proposition"
1046,100,44,13,218,218,4,85150,74,25,4,"Value Proposition"
1978,159,75,13,405,405,4,100240,71,45,4,"Value Proposition"
2169,161,81,6,443,443,4,6140,32,50,4,"Value Proposition"
3960,258,134,8,802,802,4,1620,13,75,4,"Value Proposition"
811,80,35,11,171,171,4,85120,70,25,4,"Value Proposition"
1710,140,66,10,351,351,4,95210,69,50,4,"Value Proposition"
3316,229,115,8,673,673,4,2060,35,50,4,"Value Proposition"
263,22,13,13,61,61,4,1760,12,45,4,"Value Proposition"
2021,149,76,12,414,414,4,20240,31,85,4,"Value Proposition"
4386,283,146,9,886,887,4,1550,12,60,4,"Value Proposition"
1991,151,75,5,408,408,4,2140,40,60,4,"Value Proposition"
3047,217,108,12,619,619,4,2730,40,25,4,"Value Proposition"
3223,227,113,11,655,655,4,10360,41,35,4,"Value Proposition"
3428,248,119,7,696,696,4,45360,73,35,4,"Value Proposition"
3171,227,111,9,644,644,4,2730,58,70,4,"Value Proposition"
3951,276,134,11,800,800,4,200420,71,35,4,"Value Proposition"
516,42,23,11,112,112,4,1290,12,90,4,"Value Proposition"
1313,117,53,9,272,272,4,45180,72,45,4,"Value Proposition"
44,8,2,11,10,10,4,5130,44,35,4,"Value Proposition"
1785,137,68,8,366,366,4,13210,43,90,4,"Value Proposition"
2629,189,96,7,535,535,4,2800,36,90,4,"Value Proposition"
2841,212,102,13,578,578,4,95330,68,85,4,"Value Proposition"
196,15,10,7,48,48,4,930,11,75,4,"Value Proposition"
448,49,20,7,98,98,4,10060,54,50,4,"Value Proposition"
1250,93,50,8,259,259,4,1150,12,70,4,"Value Proposition"
